"codename","card_codename","set_codename","en_flavor","cn_flavor","illustrator","position","quantity","released_by"
"30065","retribution","system_gateway","Did you really think youʼd get away with it?","你以为你能蒙混过关吗？","David Lei","65","3","null_signal_games"
"30066","malapert_data_vault","system_gateway","Sunlight does not touch the Crater of Eternal Darkness, a fitting abode for the Consortiumʼs malefic secrets.","环形山内终年不见天日，是财团邪恶秘密的完美居所。","Owen Sinodov","66","3","null_signal_games"
"30067","offworld_office","system_gateway","As the first lunar city, Heinlein was built on the dreams of a new frontier and boundless opportunity, but He3 mining is too lucrative for the corps to ever relinquish control.","作为第一座月球城市，海因莱因是建立在对新领域和无限机遇的梦想之上的，但氦-3采矿业的利润太高，因而公司一直都没有放弃控制权。","Benjamin Giletti","67","3","null_signal_games"
"30068","orbital_superiority","system_gateway","Mobsters bribe police, megacorps acquire militaries.","犯罪团伙贿赂警察，而巨型公司并购军队。","Krembler","68","3","null_signal_games"
"30069","send_a_message","system_gateway","It might be over, but we <strong>will</strong> get them next time.","这次就此作罢，但下次<strong>定</strong>不放过。","David Lei","69","3","null_signal_games"
"30070","superconducting_hub","system_gateway","With Earth-Luna communications, saving microseconds returns megacredits.","在地月通讯中，节省几微秒都会带来巨大财富。","Scott Uminga","70","3","null_signal_games"
"30071","regolith_mining_license","system_gateway","“The economy of three worlds is sustained by He3 extraction from the lunar surface. The very fulcrum of power, the key to collective survival—auctioned to the highest bidder.”
–The Catalyst","“三个世界的经济都由月面氦-3的开采来维持。所有权力的支点，所有人生存的关键——都卖给了最高出价者。”
—触媒","Benjamin Giletti","71","3","null_signal_games"
"30072","palisade","system_gateway","Keep the neighbors honest.","防君子不防小人。","Scott Uminga","72","3","null_signal_games"
"30073","tithe","system_gateway","“Youʼll give till it hurts… then itʼll reach for more.”
–Red Comyn","“你会奉献直至成伤……然后它会伸手索要更多。”
—红发科明","Scott Uminga","73","3","null_signal_games"
"30074","whitespace","system_gateway","[this space intentionally left blank]","[此处特意留白]","Scott Uminga","74","3","null_signal_games"
"30075","hedge_fund","system_gateway","A financial instrument for diverting money from those outside to those inside.","一种将资金从外部转移到内部的金融工具。","Kira L. Nguyen","75","3","null_signal_games"
"30076","the_catalyst_convention_breaker","system_gateway","Are you ready to start something big?","准备好开始干大事了吗？","Benjamin Giletti","76","1","null_signal_games"
"30077","the_syndicate_profit_over_principle","system_gateway","You work for us. You just donʼt know it yet.","你在给我们打工，只是你不知道。","Emilio Rodríguez","77","1","null_signal_games"
"31001","quetzal_free_spirit","system_update_2021","The hue of your soul, the voice of your spirit, the shape of your flesh are yours to decide. Be free.","你灵魂的色调，你心底的歌声，你躯壳的形体，均由你主宰。还请务必自由不羁。","Benjamin Giletti","1","1","null_signal_games"
"31002","reina_roja_freedom_fighter","system_update_2021","I’m through with games.","游戏我已经玩腻了。","Benjamin Giletti","2","1","null_signal_games"
"31003","en_passant","system_update_2021","“If you’re not in position to press the advantage, you’ll never gain the upper hand.”
—The Playbook","“若无棋占上风，何来胜之半子。”
—《战术手册》","Seojun Park","3","3","null_signal_games"
"31004","retrieval_run","system_update_2021","Someone’s trash is another’s treasure.","汝之废品，彼之珍宝。","Zoe Cohen","4","3","null_signal_games"
"31005","clot","system_update_2021","Surprising, how a single blocked datafeed brings the system to its knees.","多么令人惊讶啊，一个小小的数据回馈阻隔竟能把整个系统干趴下。","Zoe Cohen","5","3","null_signal_games"
"31006","corroder","system_update_2021","“Oh, holy Rust,
Turn foundation into dust.
Oh, sacred Flood,
Wash away what we have become.”
—Rent Strike","“哦，神圣之尘，
见证大厦倾覆。
哦，圣洁洪水，
冲净吾辈归路。”
—“拒付房租”乐队","Zoe Cohen","6","3","null_signal_games"
"31007","imp","system_update_2021","Just don’t let it bounce back up the feed to <strong>your</strong> rig.","小心不要让它顺着推送数据跳回到<strong>你的</strong>基地来。","Krembler","7","3","null_signal_games"
"31008","mimic","system_update_2021","What is another mask to those we already wear?","早已戴上层层假面，再多一层又有何妨?","Patrick B.","8","3","null_signal_games"
"31009","ice_carver","system_update_2021","At the code level, all ice manifests via a small number of common protocols. Security managers are kept awake by nightmares of a disgruntled sysop walking out the door with the core infosec library.","在代码层面上，所有防火墙都是通过为数不多的公共协议来显现在网络空间的。这让安保主管夜不能寐，因为他们经常会做心怀不满的系统管理员带着信息安全核心库跑路的噩梦。","Krembler","9","3","null_signal_games"
"31010","liberated_account","system_update_2021","Money is like gravity, it accretes.
Justice is like resisting gravity, it takes <strong>force</strong>.","金钱就像引力，会积聚累积。
而正义就像抵抗引力，需要<strong>原力</strong>般的手段。","Zoe Cohen","10","3","null_signal_games"
"31011","scrubber","system_update_2021","Destruction is forever.","毁坏是永恒的。","Krembler & Zoe Cohen","11","3","null_signal_games"
"31012","xanadu","system_update_2021","Nobles born foolish cared not for their state
I was left alone weeping
—Toghon Temur","生性愚昧的那颜们，连国家也不相看顾
我哭也枉然
—孛儿只斤·妥懽帖睦尔","Nedliv Audiovisuell","12","3","null_signal_games"
"31013","ken_express_tenma_disappeared_clone","system_update_2021","Live in the fast lane.","生活在快车道中。","Benjamin Giletti","13","1","null_signal_games"
"31014","steve_cambridge_master_grifter","system_update_2021","Yeah. I’m thinking I’m back.","是啊，我想我回来了。","Benjamin Giletti","14","1","null_signal_games"
"31015","career_fair","system_update_2021","“I see great opportunities ahead for you.”","“我认为你可以大有作为。”","Zoe Cohen","15","3","null_signal_games"
"31016","emergency_shutdown","system_update_2021","“Did you order the defrag?”
“…I thought you did?”","“磁盘碎片整理是你发起的吗?”
“……啊？不是你吗？”","Nedliv Audiovisuell","16","3","null_signal_games"
"31017","forged_activation_orders","system_update_2021","“Electronic warfare, like all warfare, is based on deception.”
—The Playbook","“兵不厌诈，同样适用于电子战。”
—《战术手册》","Seojun Park","17","3","null_signal_games"
"31018","inside_job","system_update_2021","“I’m not an actor, but I <strong>am</strong> a professional.”
—Gabriel Santiago","“我不是演员，但我<strong>是</strong>专家。”
—加布里埃尔·圣地亚哥","Benjamin Giletti","18","3","null_signal_games"
"31019","legwork","system_update_2021","Go outside. Work with your hands. It’ll do you good.","到外面去。亲手去做。你会尝到甜头的。","Zoe Cohen","19","3","null_signal_games"
"31020","networking","system_update_2021","It’s not what you know. It’s who you know.","你知道什么并不重要，重要的是你认识谁。","Nedliv Audiovisuell","20","3","null_signal_games"
"31021","abagnale","system_update_2021","Slippier than a buttered escargot.","比涂了黄油的法式蜗牛还要滑。","Zoe Cohen","21","3","null_signal_games"
"31022","femme_fatale","system_update_2021","Her touch is as cold as her heart.","她的触摸一如她的心灵般冰冷。","Krembler","22","3","null_signal_games"
"31023","sneakdoor_beta","system_update_2021","There is no such thing as truly disconnected from the Net.","真正的离线是不存在的。","Atomikrin","23","3","null_signal_games"
"31024","security_testing","system_update_2021","They pay you for the practice run, then you do it again for the real reward.","他们为预演的潜袭先付你一次钱，然后你再潜一趟来拿到更棒的报酬。","Krembler","24","3","null_signal_games"
"31025","ayla_bios_rahim_simulant_specialist","system_update_2021","","","Benjamin Giletti","25","1","null_signal_games"
"31026","rielle_kit_peddler_transhuman","system_update_2021","My thoughts open; unbound within, unblocked without.","吾心通明；内无牵挂，外无阻碍。","Benjamin Giletti","26","1","null_signal_games"
"31027","diesel","system_update_2021","No Diesel? No fire!","无迪燃？不尽兴！","Krembler","27","3","null_signal_games"
"31028","test_run","system_update_2021","No code survives contact with the user.","没有永远顺遂用户心意的代码。","Nedliv Audiovisuell","28","3","null_signal_games"
"31029","the_makers_eye","system_update_2021","The incoming datafeed is blunted, rendered into a soft lie our brains can understand. Seeing the Reality beyond takes dedication and practice.","我们所接收到的数据反馈已经受过打磨，呈现的只不过是我们的大脑能够理解的温柔谎言。洞察超越表象的事物需要全身心投入与勤学苦练。","N. Hopkins","29","3","null_signal_games"
"31030","atman","system_update_2021","I do not run with my tools. I run with my heart.","我用我的心灵来潜袭，而不是我的工具。","Atomikrin","30","3","null_signal_games"
"31031","chameleon","system_update_2021","I saved it to my desktop once; couldn’t find the thing for a week!","有一次我把它保存到了桌面，然后找了它整整一周！","Krembler","31","3","null_signal_games"
"31032","egret","system_update_2021","“Pallas Athena sent a heron gliding down the night. They could not see it passing, but they heard its cry.”
—The Iliad","“雅典娜将一只白鹭送下夜空。他们看不到白鹭的身影，但是可以听到它的长鸣。”
—《伊利亚特》","N. Hopkins","32","3","null_signal_games"
"31033","gordian_blade","system_update_2021","A thousand puzzles with a single solution.","解开千百谜题的同一谜底。","Zoe Cohen","33","3","null_signal_games"
"31034","paricia","system_update_2021","A rising tide drowns all servers.","水涨服务器沉。","Zoe Cohen","34","3","null_signal_games"
"31035","aesops_pawnshop","system_update_2021","If you have something to sell, Aesop is interested in buying. The only detail he won’t ask is where you got it.","如果你有东西要卖，伊索来者不拒。他会问尽一切细节，除了这东西的来处。","Krembler & Alexis Spicer","35","3","null_signal_games"
"31036","professional_contacts","system_update_2021","You can hack a social network, but hard work, collaboration, and a sympathetic ear gets you there faster.","想要进入一个社交网络，和科技树确实是一种选择，但辛勤、协作以及一双愿意倾听的耳朵能让你更快如愿。","Nedliv Audiovisuell","36","3","null_signal_games"
"31037","dirty_laundry","system_update_2021","I thought I’d feel bad about this. I don’t.","我本以为这么做我会问心有愧。然而并没有。","Chelsea Geter","37","3","null_signal_games"
"31038","prepaid_voicepad","system_update_2021","They were off the market for years, till the Beanstalk Crisis made redundancy fashionable again.","它们已经下架好多年了，直到豆茎危机让这些过时货重新流行起来。","Zoe Cohen & Alexis Spicer","38","3","null_signal_games"
"31039","earthrise_hotel","system_update_2021","The best view in the system. Priced accordingly.","太阳系内最佳视野点。以及与之相匹配的价格。","Zoe Cohen","39","3","null_signal_games"
"31040","haas_bioroid_architects_of_tomorrow","system_update_2021","Service is Guaranteed.","服务保证。","Kira L. Nguyen","40","1","null_signal_games"
"31041","project_vitruvius","system_update_2021","Perfection of form.","最完美的诞生。","Krembler","41","3","null_signal_games"
"31042","marilyn_campaign","system_update_2021","They only get one childhood. Make it count.","童年只有一次。不要留下遗憾。","Dimik","42","3","null_signal_games"
"31043","eli_1_0","system_update_2021","Hello again! Back for another game?","又见面了！想再玩一盘吗？","Krembler","43","3","null_signal_games"
"31044","magnet","system_update_2021","A triumph of bioroid-driven iterative design. A pity no one understands how it works…","一次属于生化人驱动迭代设计的胜利。可惜没人知道它的工作原理……","Zoe Cohen","44","3","null_signal_games"
"31045","ravana_1_0","system_update_2021","I roar with a thousand voices, wield a thousand weapons, remember a thousand lives.","我以千声呼喊，以千兵挥斥，以千生追忆。","Krembler","45","3","null_signal_games"
"31046","rototurret","system_update_2021","Click!","啪嗒！","Zoe Cohen","46","3","null_signal_games"
"31047","archived_memories","system_update_2021","It’s not sleep. Sleep is dreams, activity, change. These are still, cold, dead.","这并非沉眠。沉眠的意识会做梦，会跃动，会改变。而这些却无变化，无温度，无生机。","N. Hopkins","47","3","null_signal_games"
"31048","biotic_labor","system_update_2021","Sometimes we at Haas-Bioroid are asked how well bioroids interface socially with human workforces. Thanks to our tireless efforts, we believe this will not be a problem in the long term.","我们在哈斯生化时常被问及生化人是否能与人类劳工进行有效的社会互动。在我们的不懈努力下，我们相信从长远来看这不是个问题。","Olie Boldador","48","3","null_signal_games"
"31049","corporate_troubleshooter","system_update_2021","Problem solved.","问题已解决。","NtscapeNavigator","49","3","null_signal_games"
"31050","jinteki_personal_evolution","system_update_2021","The Essence of You.","你的本质。","Kira L. Nguyen","50","1","null_signal_games"
"31051","house_of_knives","system_update_2021","The payment for entry is a mere drop of blood.","通行的代价不过一滴血而已。","Zoe Cohen","51","3","null_signal_games"
"31052","nisei_mk_ii","system_update_2021","We could stop disasters before they happen, murderers before they act. Surely that’s worth an android’s sanity?","我们可以在灾难降临前阻止它，在杀人犯动手前拦下他。与之相比，一个安卓人的神智难道不就显得无足轻重了吗?","Dimik","52","3","null_signal_games"
"31053","ronin","system_update_2021","I cannot stay. There is something I must do.","我不能驻留。我还有未竟之事。","N. Hopkins","53","3","null_signal_games"
"31054","snare","system_update_2021","A little room, full of surprises.","小房间，大惊喜。","NtscapeNavigator","54","3","null_signal_games"
"31055","lotus_field","system_update_2021","As the white light blazed around her, she became still. It was too beautiful. Too perfect.","白色光芒在她四周绽放，她看得呆住了。无比华美。完璧无瑕。","Krembler","55","3","null_signal_games"
"31056","swordsman","system_update_2021","The pain of its first cutting art is a test. Bleed human-red and the second attack is stilled.","首次切割所带来的痛楚只是一场测试。如果流出的是人类的血液，就不会有第二击。","Krembler","56","3","null_signal_games"
"31057","celebrity_gift","system_update_2021","We knew we’d found this season’s must-have when all twenty of the A-tier influencers refused to return the teacup alpacas.","当二十位顶级网红不约而同地拒绝归还迷你羊驼的时候，我们意识到我们找到本季度的抢手货了。","N. Hopkins","57","3","null_signal_games"
"31058","trick_of_light","system_update_2021","Are you watching closely?","看清楚了吗？","N. Hopkins","58","3","null_signal_games"
"31059","hokusai_grid","system_update_2021","Director Kase hung landscapes of the Hokusai facility behind their desk. The implication was wonderful for concentrating the minds of the staff.","加濑理事将北斋设施的景观挂在自己的桌后。集中员工工作精力的效果非常显著。","Zoe Cohen","59","3","null_signal_games"
"31060","near_earth_hub_broadcast_center","system_update_2021","Every Hour, Every Minute, Every Second.","每时每刻，每分每秒。","Kira L. Nguyen","60","1","null_signal_games"
"31061","license_acquisition","system_update_2021","Alright everyone! The rights go live in exactly fourteen days. I want merch, I want tie-ins, I want sequels! Let’s go!","好了大家伙儿！授权还有十四天的时间生效。我要卖周边，我要做联动，我要写续集！现在就开搞！","Zoe Cohen","61","3","null_signal_games"
"31062","project_beale","system_update_2021","Everything is data.","万物皆为数据。","Zoe Cohen","62","3","null_signal_games"
"31063","daily_business_show","system_update_2021","Lead the market, never follow it.","引领市场，不要让它引领你。","David Lei","63","3","null_signal_games"
"31064","reversed_accounts","system_update_2021","Corporations can file chargebacks too.","公司也有办法要求退款。","Philippe Laroche","64","3","null_signal_games"
"31065","pop_up_window","system_update_2021","A moment of your time? A moment of your time? A moment of your—","请问我可以占用您一点时间吗？请问我可以占用您一点时间吗？请问我可以—","Alexis Spicer","65","3","null_signal_games"
"31066","tollbooth","system_update_2021","The original Net pathways were free and open. An unacceptable state of affairs.","最初的信网通道是免费且开放的。这完全让人无可接受。","N. Hopkins","66","3","null_signal_games"
"31067","wraparound","system_update_2021","Space bent back. Folds on folds.
Endlessly wide. Paper deep.","空间向后弯曲。经过两次折叠。
即可无限循环。很简单的理论。","Kevin Tame","67","3","null_signal_games"
"31068","psychographics","system_update_2021","They know more about you than you do.","他们比你更懂你。","Nedliv Audiovisuell","68","3","null_signal_games"
"31069","sansan_city_grid","system_update_2021","The Coast is open for business.","海岸城开放做生意了。","Nedliv Audiovisuell","69","3","null_signal_games"
"31070","weyland_consortium_building_a_better_world","system_update_2021","Above the Competition.","鹤立鸡群。","Kira L. Nguyen","70","1","null_signal_games"
"31071","hostile_takeover","system_update_2021","Sometimes the small fry need a little convincing to put profit over principle.","有时候，那些位轻权微的人需要接受一点劝说，才会把利润置于原则之上。","NtscapeNavigator & Matt Burton","71","3","null_signal_games"
"31072","oaktown_renovation","system_update_2021","There’s only one season in Oaktown: construction.","奥克敦唯一的季节: 建设季。","Kira L. Nguyen","72","3","null_signal_games"
"31073","project_atlas","system_update_2021","Next stop: infinity.","下一站: 无限。","Zoe Cohen","73","3","null_signal_games"
"31074","corporate_town","system_update_2021","It’s amazing what people will endure for job security.","你想象不到人们为了保住工作能有多高的容忍度。","Seojun Park","74","3","null_signal_games"
"31075","archer","system_update_2021","Target Acquired.","目标锁定。","NtscapeNavigator","75","3","null_signal_games"
"31076","hortum","system_update_2021","","","N. Hopkins","76","3","null_signal_games"
"31077","ice_wall","system_update_2021","Each time I came back, it was bigger. And colder.","每次我回来的时候，这东西都变得更大。而且更冷。","Zoe Cohen","77","3","null_signal_games"
"31078","punitive_counterstrike","system_update_2021","“Don’t think we don’t care. We are <strong>very</strong> upset.”","“不要觉得我们不在乎。其实我们<strong>非常</strong>生气。”","Zoe Cohen","78","3","null_signal_games"
"31079","crisium_grid","system_update_2021","The Promontorium Agarum shipyards work on a scale that would be impossible in Earthgrav.","阿格鲁姆岬空间港处于一个地球引力下根本无法实现的运营规模。","NtscapeNavigator","79","3","null_signal_games"
"31080","pad_campaign","system_update_2021","Everyone bought the newest PAD. Retro styling is in!","所有人都买了最新款掌上电脑。复古潮流将至！","Zoe Cohen","80","3","null_signal_games"
"31081","enigma","system_update_2021","No runner sees the same thing. Some say it’s a beast, others a man. But they all agree that it smells blue, and tastes like eternity.","每个潜袭者都看到了不一样的东西。有些人说看到了一头野兽，也有人说看到了一个人。但所有人都同意，它的气味是蓝色的，味道是永恒的。","Benjamin Giletti","81","3","null_signal_games"
"31082","subliminal_messaging","system_update_2021","You don’t notice, but their profits do.","你后知，他们的利润却先觉。","Seojun Park","82","3","null_signal_games"
"14000","evidence_collection","terminal_directive_campaign","","","Dmitry Burmak","1","3","fantasy_flight_games"
"14001","evidence_collection_2","terminal_directive_campaign","","","Dmitry Burmak","2","3","fantasy_flight_games"
"14002","evidence_collection_3","terminal_directive_campaign","","","Dmitry Burmak","3","3","fantasy_flight_games"
"14003","evidence_collection_4","terminal_directive_campaign","","","Dmitry Burmak","4","3","fantasy_flight_games"
"14004","investigator_inez_delgado_a","terminal_directive_campaign","","","PxelSlayer","5","3","fantasy_flight_games"
"14005","investigator_inez_delgado_a_2","terminal_directive_campaign","","","PxelSlayer","6","3","fantasy_flight_games"
"14006","lt_todachine","terminal_directive_campaign","","","Antonio José Manzanedo","7","3","fantasy_flight_games"
"14007","lt_todachine_2","terminal_directive_campaign","","","Antonio José Manzanedo","8","3","fantasy_flight_games"
"14008","trojan","terminal_directive_campaign","","","Ethan Patrick Harris","9","3","fantasy_flight_games"
"14023","net_watchlist","terminal_directive_campaign","","","Adam S. Doyle","10","1","fantasy_flight_games"
"14010","machicolation_a","terminal_directive_campaign","","","Ed Mattinian","11","3","fantasy_flight_games"
"14011","machicolation_b","terminal_directive_campaign","","","Ed Mattinian","12","3","fantasy_flight_games"
"14012","corporate_oversight_a","terminal_directive_campaign","","","Matt Zeilinger","13","3","fantasy_flight_games"
"14013","corporate_oversight_b","terminal_directive_campaign","","","Matt Zeilinger","14","3","fantasy_flight_games"
"14014","investigator_inez_delgado","terminal_directive_campaign","","","Matt Zeilinger","15","3","fantasy_flight_games"
"14015","investigator_inez_delgado_2","terminal_directive_campaign","","","Matt Zeilinger","16","3","fantasy_flight_games"
"14016","investigator_inez_delgado_3","terminal_directive_campaign","","","Matt Zeilinger","17","3","fantasy_flight_games"
"14017","investigator_inez_delgado_4","terminal_directive_campaign","","","Matt Zeilinger","18","3","fantasy_flight_games"
"14018","surveillance_network_key","terminal_directive_campaign","","","Michał Miłkowski","19","3","fantasy_flight_games"
"14019","surveillance_network_key_2","terminal_directive_campaign","","","Michał Miłkowski","20","3","fantasy_flight_games"
"14020","bmi_buffer","terminal_directive_campaign","","","Timur Shevtsov","21","3","fantasy_flight_games"
"14021","bmi_buffer_2","terminal_directive_campaign","","","Timur Shevtsov","22","3","fantasy_flight_games"
"14022","shadow_team","terminal_directive_campaign","","","Adam Schumpert","23","3","fantasy_flight_games"
"14009","security_leak","terminal_directive_campaign","","","Jason Juta","24","1","fantasy_flight_games"
"14024","the_masque_a","terminal_directive_campaign","","","PxelSlayer","25","3","fantasy_flight_games"
"14025","the_masque_b","terminal_directive_campaign","","","PxelSlayer","26","3","fantasy_flight_games"
"14026","sneakdoor_prime_a","terminal_directive_campaign","","","Dmitry Prosvirnin","27","3","fantasy_flight_games"
"14027","sneakdoor_prime_b","terminal_directive_campaign","","","Dmitry Prosvirnin","28","3","fantasy_flight_games"
"13001","steve_cambridge_master_grifter","terminal_directive_cards","","","Adam Schumpert","1","1","fantasy_flight_games"
"13002","brute_force_hack","terminal_directive_cards","""Bypassing a system's defenses by cutting physical wires is what I like to call old school."" - Steve Cambridge","“靠切断实体线路来略过系统防御，我喜欢称之为老派做法。” —史蒂夫·坎布里奇","Jason Juta","2","3","fantasy_flight_games"
"13003","spear_phishing","terminal_directive_cards","Targeted attacks make system breaches so much easier, especially if you can spoof an authorized user.","通过针对性攻击来攻破系统轻松很多，如果你能冒充授权用户则更加容易。","Andreas Zafiratos","3","3","fantasy_flight_games"
"13004","syn_attack","terminal_directive_cards","Flooding the system with synchronized request messages makes it unresponsive to legitimate requests.","","Alexandr Elichev","4","3","fantasy_flight_games"
"13005","polyhistor","terminal_directive_cards","","","BalanceSheet","5","3","fantasy_flight_games"
"13006","abagnale","terminal_directive_cards","""Technology breeds crime.""","“科技滋生犯罪。”","BalanceSheet","6","3","fantasy_flight_games"
"13007","lustig","terminal_directive_cards","""Never boast. Just let your importance be quietly obvious.""","","Ed Mattinian","7","3","fantasy_flight_games"
"13008","demara","terminal_directive_cards","""It's a matter of 'acquiring' the right credentials.""","","Mariusz Siergiejew","8","3","fantasy_flight_games"
"13009","mammon","terminal_directive_cards","","","Andreas Zafiratos","9","3","fantasy_flight_games"
"13010","charlatan","terminal_directive_cards","Know your mark, their weaknesses and strengths—both will show how to best bypass their defenses.","了解你的目标，看清虚实—这些信息会将略过他们防御的最佳方式展示给你。","Liiga Smilshkalne","10","3","fantasy_flight_games"
"13011","maxwell_james","terminal_directive_cards","You remember when Maxi was making book for Chacon. He's moved up in the world and gained the veneer of respectability. But as an executive the people he works for now, are far more vicious, bloodthirsty, and crooked.","","Marius Bota","11","3","fantasy_flight_games"
"13012","ayla_bios_rahim_simulant_specialist","terminal_directive_cards","","","Adam Schumpert","12","1","fantasy_flight_games"
"13013","careful_planning","terminal_directive_cards","Each AI had been tasked with finding a solution to the same problem but with different variables.","每株人工智能都负责解决同一问题，而变量互异。","Mark Molnar","13","3","fantasy_flight_games"
"13014","deep_data_mining","terminal_directive_cards","Extracting data from complex systems is what running is all about.","潜袭就是从复杂的系统里提取数据。","Alexandr Elichev","14","3","fantasy_flight_games"
"13015","llds_memory_diamond","terminal_directive_cards","It is not literally made of diamonds, but it is worth several times its weight in them.","","Wenjuinn Png","15","3","fantasy_flight_games"
"13016","ubax","terminal_directive_cards","""It is more than just a 'pretty nanite plant'. It's a complex synthetic intelligent distributed network, and a VERY pretty nanite plant."" - Bios","","Andreas Zafiratos","16","3","fantasy_flight_games"
"13017","adept","terminal_directive_cards","Μεγάλο μέρος της μάθησης δεν διδάσκει την κατανόηση","","Adam S. Doyle","17","3","fantasy_flight_games"
"13018","savant","terminal_directive_cards","Δεν υπἁρχει τίποτα μόνιμο, εκτός από την αλλαγή.","","Adam S. Doyle","18","3","fantasy_flight_games"
"13019","egret","terminal_directive_cards","","","Adam S. Doyle","19","3","fantasy_flight_games"
"13020","dhegdheer","terminal_directive_cards","","","Liiga Smilshkalne","20","3","fantasy_flight_games"
"13021","levy_advanced_research_lab","terminal_directive_cards","Innovation. Iteration. Education.","创新。迭代。教育。","Pavel Kolomeyets","21","3","fantasy_flight_games"
"13022","laguna_velasco_district","terminal_directive_cards","One of the wealthiest and most powerful areas of New Angeles, Laguna Velasco is also known as the Government District.","","Mark Molnar","22","3","fantasy_flight_games"
"13023","process_automation","terminal_directive_cards","Restructuring labor resources.","","Ed Mattinian","23","3","fantasy_flight_games"
"13024","officer_frank","terminal_directive_cards","","","Monztre","24","3","fantasy_flight_games"
"13025","dean_lister","terminal_directive_cards","Although he rarely teaches classes these days, his lectures are always well attended.","","Matt Zeilinger","25","3","fantasy_flight_games"
"13026","biometric_spoofing","terminal_directive_cards","She left behind an encrypted trail leading to some random employee for a rival corp. She knew lazy sysops would work just hard enough to figure it out and wouldn't bother looking any deeper.","","Jarreau Wimberly","26","3","fantasy_flight_games"
"13027","the_shadow_net","terminal_directive_cards","A despicable web of outcasts and infamy, no government or corporation could effectively shut it down. If only because so many of their sysops, executives, and covert agents made use of it.","","Donald Crank","27","3","fantasy_flight_games"
"13028","seidr_laboratories_destiny_defined","terminal_directive_cards","Interweaving the Past and the Future.","交织过往与未来。","Emilio Rodríguez","28","1","fantasy_flight_games"
"13029","brain_rewiring","terminal_directive_cards","The black level clearance sub-sub-basement of Haas-Bioroid is a magical place.","哈斯生化黑色许可级别的下下层地下室是个神奇的地方。","Martin de Diego Sádaba","29","3","fantasy_flight_games"
"13030","elective_upgrade","terminal_directive_cards","","","Matt Zeilinger","30","3","fantasy_flight_games"
"13031","successful_field_test","terminal_directive_cards","","","Clark Huggins","31","3","fantasy_flight_games"
"13032","estelle_moon","terminal_directive_cards","","","Dmitry Prosvirnin","32","3","fantasy_flight_games"
"13033","marilyn_campaign","terminal_directive_cards","","","Tim Durning","33","3","fantasy_flight_games"
"13034","eli_2_0","terminal_directive_cards","""A new game means new rules...""","","Anastasia Ovchinnikova","34","3","fantasy_flight_games"
"13035","executive_functioning","terminal_directive_cards","""Strictly speaking, it isn't illegal to use an interrogation simulator as the blueprint for ICE."" - Mason Bellamy","","Andreas Zafiratos","35","3","fantasy_flight_games"
"13036","holmegaard","terminal_directive_cards","","","Andreas Zafiratos","36","3","fantasy_flight_games"
"13037","tapestry","terminal_directive_cards","""The Warp and Weft were hypnotic...but they didn't really seem to do anything to keep me out. But then I never seemed to find anything interesting either."" - Reaver","","Hannah Christenson","37","3","fantasy_flight_games"
"13038","ultraviolet_clearance","terminal_directive_cards","""If there were hidden partitions on the server, I'd know; I'm the head of this department!""","","Andreas Zafiratos","38","3","fantasy_flight_games"
"13039","black_level_clearance","terminal_directive_cards","Even knowing this floor existed was cause for termination...","就连知道这一层的存在也是终止事由…","Antonio De Luca","39","3","fantasy_flight_games"
"13040","mason_bellamy","terminal_directive_cards","""They say he is an ex-runner. I don't know if it is true, but he is chromed to the gills and seems to know all the runners' tricks.""","","Matt Zeilinger","40","3","fantasy_flight_games"
"13041","skorpios_defense_systems_persuasive_power","terminal_directive_cards","Might makes right.","强权即真理。","Emilio Rodríguez","41","1","fantasy_flight_games"
"13042","armored_servers","terminal_directive_cards","","","Ed Mattinian","42","3","fantasy_flight_games"
"13043","illicit_sales","terminal_directive_cards","""Anything, to anyone...for the right price.""","","Ed Mattinian","43","3","fantasy_flight_games"
"13044","graft","terminal_directive_cards","","","Del Borovic","44","3","fantasy_flight_games"
"13045","illegal_arms_factory","terminal_directive_cards","","","Jason Juta","45","3","fantasy_flight_games"
"13046","mr_stone","terminal_directive_cards","""VP of Retirements and Pensions? So is that HR or Accounting?""
""Both.""","“退休与养老金项目副总裁？所以这是人力资源还是会计？”
“都是。”","Matt Zeilinger","46","3","fantasy_flight_games"
"13047","bloodletter","terminal_directive_cards","","","Alexandr Elichev","47","3","fantasy_flight_games"
"13048","colossus","terminal_directive_cards","","","Andreas Zafiratos","48","3","fantasy_flight_games"
"13049","hailstorm","terminal_directive_cards","","","Ethan Patrick Harris","49","3","fantasy_flight_games"
"13050","hortum","terminal_directive_cards","","","Adam S. Doyle","50","3","fantasy_flight_games"
"13051","hunter_seeker","terminal_directive_cards","","","Michał Miłkowski","51","3","fantasy_flight_games"
"13052","k_p_lynn","terminal_directive_cards","","","Anastasia Ovchinnikova","52","3","fantasy_flight_games"
"13053","paper_trail","terminal_directive_cards","","","Liiga Smilshkalne","53","3","fantasy_flight_games"
"13054","honeyfarm","terminal_directive_cards","","","Pavel Kolomeyets","54","3","fantasy_flight_games"
"13055","long_term_investment","terminal_directive_cards","","","Mark Molnar","55","3","fantasy_flight_games"
"13056","weir","terminal_directive_cards","","","Shawn Ye Zhongyi","56","3","fantasy_flight_games"
"13057","ipo","terminal_directive_cards","","","Mark Molnar","57","3","fantasy_flight_games"
